ID,Task,Subject Name,Experiment,Objects,Trial,Annotation file
132,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 7 into cup 12 \n,BBM14,Expt1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
133,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 2 into cup 28 \n,BBM14,Expt1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
134,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 28 into cup 18 \n,BBM15,Expt1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
135,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 4 into cup 32 \n,BBM15,Expt1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
136,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 31 into cup 9 \n,BBM15,Expt1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
137,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 29 into cup 3 \n,BBM15,Expt1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
138,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 28 into cup 19 \n,BBM15,Expt1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
139,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 23 into cup 15 \n,BBM15,Expt1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
140,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 27 into cup 16 \n,BBM15,Expt1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
141,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 4 into cup 7 \n,BBM15,Expt1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
142,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 20 into cup 14 \n,BBM15,Expt1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
143,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 28 into cup 20 \n,BBM15,Expt1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
