ID,Ours,PDDL
807,to pour pitcher_base 30 into mug 18 \n,(:goal (and (poured pitcher_base 30 mug 18)))) \n
808,to pour pitcher_base 30 into mug 20 \n,(:goal (and (poured pitcher_base 30 mug 20)))) \n
809,to pour pitcher_base 30 into mug 21 \n,(:goal (and (poured pitcher_base 30 mug 21)))) \n
810,to pour pitcher_base 30 into mug 22 \n,(:goal (and (poured pitcher_base 30 mug 22)))) \n
811,to pour pitcher_base 30 into mug 24 \n,(:goal (and (poured pitcher_base 30 mug 24)))) \n
812,to pour pitcher_base 30 into mug 25 \n,(:goal (and (poured pitcher_base 30 mug 25)))) \n
813,to pour pitcher_base 30 into mug 26 \n,(:goal (and (poured pitcher_base 30 mug 26)))) \n
814,to pour pitcher_base 30 into mug 27 \n,(:goal (and (poured pitcher_base 30 mug 27)))) \n
815,to pour pitcher_base 30 into mug 28 \n,(:goal (and (poured pitcher_base 30 mug 28)))) \n
816,to pour pitcher_base 30 into mug 29 \n,(:goal (and (poured pitcher_base 30 mug 29)))) \n
817,to pour pitcher_base 30 into mug 31 \n,(:goal (and (poured pitcher_base 30 mug 31)))) \n
818,to pour pitcher_base 30 into mug 32 \n,(:goal (and (poured pitcher_base 30 mug 32)))) \n
819,to pour pitcher_base 31 into mug 1 \n,(:goal (and (poured pitcher_base 31 mug 1)))) \n
820,to pour pitcher_base 31 into mug 2 \n,(:goal (and (poured pitcher_base 31 mug 2)))) \n
821,to pour pitcher_base 31 into mug 3 \n,(:goal (and (poured pitcher_base 31 mug 3)))) \n
822,to pour pitcher_base 31 into mug 5 \n,(:goal (and (poured pitcher_base 31 mug 5)))) \n
823,to pour pitcher_base 31 into mug 6 \n,(:goal (and (poured pitcher_base 31 mug 6)))) \n
824,to pour pitcher_base 31 into mug 7 \n,(:goal (and (poured pitcher_base 31 mug 7)))) \n
825,to pour pitcher_base 31 into mug 8 \n,(:goal (and (poured pitcher_base 31 mug 8)))) \n
826,to pour pitcher_base 31 into mug 9 \n,(:goal (and (poured pitcher_base 31 mug 9)))) \n
827,to pour pitcher_base 31 into mug 10 \n,(:goal (and (poured pitcher_base 31 mug 10)))) \n
828,to pour pitcher_base 31 into mug 12 \n,(:goal (and (poured pitcher_base 31 mug 12)))) \n
829,to pour pitcher_base 31 into mug 13 \n,(:goal (and (poured pitcher_base 31 mug 13)))) \n
830,to pour pitcher_base 31 into mug 14 \n,(:goal (and (poured pitcher_base 31 mug 14)))) \n
831,to pour pitcher_base 31 into mug 16 \n,(:goal (and (poured pitcher_base 31 mug 16)))) \n
832,to pour pitcher_base 31 into mug 17 \n,(:goal (and (poured pitcher_base 31 mug 17)))) \n
833,to pour pitcher_base 31 into mug 18 \n,(:goal (and (poured pitcher_base 31 mug 18)))) \n
834,to pour pitcher_base 31 into mug 19 \n,(:goal (and (poured pitcher_base 31 mug 19)))) \n
835,to pour pitcher_base 31 into mug 21 \n,(:goal (and (poured pitcher_base 31 mug 21)))) \n
836,to pour pitcher_base 31 into mug 22 \n,(:goal (and (poured pitcher_base 31 mug 22)))) \n
837,to pour pitcher_base 31 into mug 23 \n,(:goal (and (poured pitcher_base 31 mug 23)))) \n
838,to pour pitcher_base 31 into mug 24 \n,(:goal (and (poured pitcher_base 31 mug 24)))) \n
839,to pour pitcher_base 31 into mug 25 \n,(:goal (and (poured pitcher_base 31 mug 25)))) \n
840,to pour pitcher_base 31 into mug 26 \n,(:goal (and (poured pitcher_base 31 mug 26)))) \n
841,to pour pitcher_base 31 into mug 27 \n,(:goal (and (poured pitcher_base 31 mug 27)))) \n
842,to pour pitcher_base 31 into mug 28 \n,(:goal (and (poured pitcher_base 31 mug 28)))) \n
843,to pour pitcher_base 31 into mug 29 \n,(:goal (and (poured pitcher_base 31 mug 29)))) \n
844,to pour pitcher_base 31 into mug 30 \n,(:goal (and (poured pitcher_base 31 mug 30)))) \n
845,to pour pitcher_base 31 into mug 32 \n,(:goal (and (poured pitcher_base 31 mug 32)))) \n
846,to pour pitcher_base 32 into mug 1 \n,(:goal (and (poured pitcher_base 32 mug 1)))) \n
847,to pour pitcher_base 32 into mug 2 \n,(:goal (and (poured pitcher_base 32 mug 2)))) \n
848,to pour pitcher_base 32 into mug 3 \n,(:goal (and (poured pitcher_base 32 mug 3)))) \n
849,to pour pitcher_base 32 into mug 4 \n,(:goal (and (poured pitcher_base 32 mug 4)))) \n
850,to pour pitcher_base 32 into mug 6 \n,(:goal (and (poured pitcher_base 32 mug 6)))) \n
851,to pour pitcher_base 32 into mug 8 \n,(:goal (and (poured pitcher_base 32 mug 8)))) \n
852,to pour pitcher_base 32 into mug 9 \n,(:goal (and (poured pitcher_base 32 mug 9)))) \n
853,to pour pitcher_base 32 into mug 10 \n,(:goal (and (poured pitcher_base 32 mug 10)))) \n
854,to pour pitcher_base 32 into mug 11 \n,(:goal (and (poured pitcher_base 32 mug 11)))) \n
855,to pour pitcher_base 32 into mug 12 \n,(:goal (and (poured pitcher_base 32 mug 12)))) \n
856,to pour pitcher_base 32 into mug 13 \n,(:goal (and (poured pitcher_base 32 mug 13)))) \n
857,to pour pitcher_base 32 into mug 14 \n,(:goal (and (poured pitcher_base 32 mug 14)))) \n
858,to pour pitcher_base 32 into mug 15 \n,(:goal (and (poured pitcher_base 32 mug 15)))) \n
859,to pour pitcher_base 32 into mug 16 \n,(:goal (and (poured pitcher_base 32 mug 16)))) \n
860,to pour pitcher_base 32 into mug 17 \n,(:goal (and (poured pitcher_base 32 mug 17)))) \n
861,to pour pitcher_base 32 into mug 18 \n,(:goal (and (poured pitcher_base 32 mug 18)))) \n
862,to pour pitcher_base 32 into mug 19 \n,(:goal (and (poured pitcher_base 32 mug 19)))) \n
863,to pour pitcher_base 32 into mug 20 \n,(:goal (and (poured pitcher_base 32 mug 20)))) \n
864,to pour pitcher_base 32 into mug 21 \n,(:goal (and (poured pitcher_base 32 mug 21)))) \n
865,to pour pitcher_base 32 into mug 22 \n,(:goal (and (poured pitcher_base 32 mug 22)))) \n
866,to pour pitcher_base 32 into mug 23 \n,(:goal (and (poured pitcher_base 32 mug 23)))) \n
867,to pour pitcher_base 32 into mug 24 \n,(:goal (and (poured pitcher_base 32 mug 24)))) \n
868,to pour pitcher_base 32 into mug 25 \n,(:goal (and (poured pitcher_base 32 mug 25)))) \n
869,to pour pitcher_base 32 into mug 26 \n,(:goal (and (poured pitcher_base 32 mug 26)))) \n
870,to pour pitcher_base 32 into mug 27 \n,(:goal (and (poured pitcher_base 32 mug 27)))) \n
871,to pour pitcher_base 32 into mug 28 \n,(:goal (and (poured pitcher_base 32 mug 28)))) \n
872,to pour pitcher_base 32 into mug 29 \n,(:goal (and (poured pitcher_base 32 mug 29)))) \n
873,to pour sugar_box 1 into mug 2 \n,(:goal (and (poured sugar_box 1 mug 2)))) \n
874,to pour sugar_box 1 into mug 3 \n,(:goal (and (poured sugar_box 1 mug 3)))) \n
875,to pour sugar_box 1 into mug 4 \n,(:goal (and (poured sugar_box 1 mug 4)))) \n
876,to pour sugar_box 1 into mug 5 \n,(:goal (and (poured sugar_box 1 mug 5)))) \n
877,to pour sugar_box 1 into mug 6 \n,(:goal (and (poured sugar_box 1 mug 6)))) \n
878,to pour sugar_box 1 into mug 7 \n,(:goal (and (poured sugar_box 1 mug 7)))) \n
879,to pour sugar_box 1 into mug 8 \n,(:goal (and (poured sugar_box 1 mug 8)))) \n
880,to pour sugar_box 1 into mug 9 \n,(:goal (and (poured sugar_box 1 mug 9)))) \n
881,to pour sugar_box 1 into mug 10 \n,(:goal (and (poured sugar_box 1 mug 10)))) \n
882,to pour sugar_box 1 into mug 11 \n,(:goal (and (poured sugar_box 1 mug 11)))) \n
883,to pour sugar_box 1 into mug 12 \n,(:goal (and (poured sugar_box 1 mug 12)))) \n
884,to pour sugar_box 1 into mug 13 \n,(:goal (and (poured sugar_box 1 mug 13)))) \n
885,to pour sugar_box 1 into mug 15 \n,(:goal (and (poured sugar_box 1 mug 15)))) \n
886,to pour sugar_box 1 into mug 17 \n,(:goal (and (poured sugar_box 1 mug 17)))) \n
887,to pour sugar_box 1 into mug 18 \n,(:goal (and (poured sugar_box 1 mug 18)))) \n
888,to pour sugar_box 1 into mug 20 \n,(:goal (and (poured sugar_box 1 mug 20)))) \n
889,to pour sugar_box 1 into mug 21 \n,(:goal (and (poured sugar_box 1 mug 21)))) \n
890,to pour sugar_box 1 into mug 22 \n,(:goal (and (poured sugar_box 1 mug 22)))) \n
891,to pour sugar_box 1 into mug 23 \n,(:goal (and (poured sugar_box 1 mug 23)))) \n
892,to pour sugar_box 1 into mug 24 \n,(:goal (and (poured sugar_box 1 mug 24)))) \n
893,to pour sugar_box 1 into mug 25 \n,(:goal (and (poured sugar_box 1 mug 25)))) \n
894,to pour sugar_box 1 into mug 26 \n,(:goal (and (poured sugar_box 1 mug 26)))) \n
895,to pour sugar_box 1 into mug 28 \n,(:goal (and (poured sugar_box 1 mug 28)))) \n
896,to pour sugar_box 1 into mug 29 \n,(:goal (and (poured sugar_box 1 mug 29)))) \n
897,to pour sugar_box 1 into mug 31 \n,(:goal (and (poured sugar_box 1 mug 31)))) \n
898,to pour sugar_box 1 into mug 32 \n,(:goal (and (poured sugar_box 1 mug 32)))) \n
899,to pour sugar_box 2 into mug 1 \n,(:goal (and (poured sugar_box 2 mug 1)))) \n
900,to pour sugar_box 2 into mug 4 \n,(:goal (and (poured sugar_box 2 mug 4)))) \n
901,to pour sugar_box 2 into mug 5 \n,(:goal (and (poured sugar_box 2 mug 5)))) \n
902,to pour sugar_box 2 into mug 7 \n,(:goal (and (poured sugar_box 2 mug 7)))) \n
903,to pour sugar_box 2 into mug 8 \n,(:goal (and (poured sugar_box 2 mug 8)))) \n
904,to pour sugar_box 2 into mug 9 \n,(:goal (and (poured sugar_box 2 mug 9)))) \n
905,to pour sugar_box 2 into mug 10 \n,(:goal (and (poured sugar_box 2 mug 10)))) \n
906,to pour sugar_box 2 into mug 11 \n,(:goal (and (poured sugar_box 2 mug 11)))) \n
907,to pour sugar_box 2 into mug 12 \n,(:goal (and (poured sugar_box 2 mug 12)))) \n
908,to pour sugar_box 2 into mug 13 \n,(:goal (and (poured sugar_box 2 mug 13)))) \n
909,to pour sugar_box 2 into mug 14 \n,(:goal (and (poured sugar_box 2 mug 14)))) \n
910,to pour sugar_box 2 into mug 15 \n,(:goal (and (poured sugar_box 2 mug 15)))) \n
911,to pour sugar_box 2 into mug 16 \n,(:goal (and (poured sugar_box 2 mug 16)))) \n
912,to pour sugar_box 2 into mug 17 \n,(:goal (and (poured sugar_box 2 mug 17)))) \n
913,to pour sugar_box 2 into mug 18 \n,(:goal (and (poured sugar_box 2 mug 18)))) \n
914,to pour sugar_box 2 into mug 19 \n,(:goal (and (poured sugar_box 2 mug 19)))) \n
915,to pour sugar_box 2 into mug 21 \n,(:goal (and (poured sugar_box 2 mug 21)))) \n
916,to pour sugar_box 2 into mug 22 \n,(:goal (and (poured sugar_box 2 mug 22)))) \n
917,to pour sugar_box 2 into mug 23 \n,(:goal (and (poured sugar_box 2 mug 23)))) \n
918,to pour sugar_box 2 into mug 24 \n,(:goal (and (poured sugar_box 2 mug 24)))) \n
919,to pour sugar_box 2 into mug 25 \n,(:goal (and (poured sugar_box 2 mug 25)))) \n
920,to pour sugar_box 2 into mug 27 \n,(:goal (and (poured sugar_box 2 mug 27)))) \n
921,to pour sugar_box 2 into mug 28 \n,(:goal (and (poured sugar_box 2 mug 28)))) \n
922,to pour sugar_box 2 into mug 30 \n,(:goal (and (poured sugar_box 2 mug 30)))) \n
923,to pour sugar_box 2 into mug 31 \n,(:goal (and (poured sugar_box 2 mug 31)))) \n
924,to pour sugar_box 3 into mug 1 \n,(:goal (and (poured sugar_box 3 mug 1)))) \n
925,to pour sugar_box 3 into mug 2 \n,(:goal (and (poured sugar_box 3 mug 2)))) \n
926,to pour sugar_box 3 into mug 4 \n,(:goal (and (poured sugar_box 3 mug 4)))) \n
927,to pour sugar_box 3 into mug 6 \n,(:goal (and (poured sugar_box 3 mug 6)))) \n
928,to pour sugar_box 3 into mug 7 \n,(:goal (and (poured sugar_box 3 mug 7)))) \n
929,to pour sugar_box 3 into mug 8 \n,(:goal (and (poured sugar_box 3 mug 8)))) \n
930,to pour sugar_box 3 into mug 9 \n,(:goal (and (poured sugar_box 3 mug 9)))) \n
931,to pour sugar_box 3 into mug 10 \n,(:goal (and (poured sugar_box 3 mug 10)))) \n
932,to pour sugar_box 3 into mug 11 \n,(:goal (and (poured sugar_box 3 mug 11)))) \n
933,to pour sugar_box 3 into mug 12 \n,(:goal (and (poured sugar_box 3 mug 12)))) \n
934,to pour sugar_box 3 into mug 13 \n,(:goal (and (poured sugar_box 3 mug 13)))) \n
935,to pour sugar_box 3 into mug 14 \n,(:goal (and (poured sugar_box 3 mug 14)))) \n
936,to pour sugar_box 3 into mug 15 \n,(:goal (and (poured sugar_box 3 mug 15)))) \n
937,to pour sugar_box 3 into mug 16 \n,(:goal (and (poured sugar_box 3 mug 16)))) \n
938,to pour sugar_box 3 into mug 17 \n,(:goal (and (poured sugar_box 3 mug 17)))) \n
939,to pour sugar_box 3 into mug 18 \n,(:goal (and (poured sugar_box 3 mug 18)))) \n
940,to pour sugar_box 3 into mug 19 \n,(:goal (and (poured sugar_box 3 mug 19)))) \n
941,to pour sugar_box 3 into mug 20 \n,(:goal (and (poured sugar_box 3 mug 20)))) \n
942,to pour sugar_box 3 into mug 21 \n,(:goal (and (poured sugar_box 3 mug 21)))) \n
943,to pour sugar_box 3 into mug 22 \n,(:goal (and (poured sugar_box 3 mug 22)))) \n
944,to pour sugar_box 3 into mug 23 \n,(:goal (and (poured sugar_box 3 mug 23)))) \n
945,to pour sugar_box 3 into mug 24 \n,(:goal (and (poured sugar_box 3 mug 24)))) \n
946,to pour sugar_box 3 into mug 25 \n,(:goal (and (poured sugar_box 3 mug 25)))) \n
947,to pour sugar_box 3 into mug 28 \n,(:goal (and (poured sugar_box 3 mug 28)))) \n
948,to pour sugar_box 3 into mug 29 \n,(:goal (and (poured sugar_box 3 mug 29)))) \n
949,to pour sugar_box 3 into mug 30 \n,(:goal (and (poured sugar_box 3 mug 30)))) \n
950,to pour sugar_box 3 into mug 31 \n,(:goal (and (poured sugar_box 3 mug 31)))) \n
951,to pour sugar_box 3 into mug 32 \n,(:goal (and (poured sugar_box 3 mug 32)))) \n
952,to pour sugar_box 4 into mug 1 \n,(:goal (and (poured sugar_box 4 mug 1)))) \n
953,to pour sugar_box 4 into mug 2 \n,(:goal (and (poured sugar_box 4 mug 2)))) \n
954,to pour sugar_box 4 into mug 3 \n,(:goal (and (poured sugar_box 4 mug 3)))) \n
955,to pour sugar_box 4 into mug 6 \n,(:goal (and (poured sugar_box 4 mug 6)))) \n
956,to pour sugar_box 4 into mug 7 \n,(:goal (and (poured sugar_box 4 mug 7)))) \n
957,to pour sugar_box 4 into mug 8 \n,(:goal (and (poured sugar_box 4 mug 8)))) \n
958,to pour sugar_box 4 into mug 9 \n,(:goal (and (poured sugar_box 4 mug 9)))) \n
959,to pour sugar_box 4 into mug 10 \n,(:goal (and (poured sugar_box 4 mug 10)))) \n
960,to pour sugar_box 4 into mug 12 \n,(:goal (and (poured sugar_box 4 mug 12)))) \n
961,to pour sugar_box 4 into mug 13 \n,(:goal (and (poured sugar_box 4 mug 13)))) \n
962,to pour sugar_box 4 into mug 14 \n,(:goal (and (poured sugar_box 4 mug 14)))) \n
963,to pour sugar_box 4 into mug 15 \n,(:goal (and (poured sugar_box 4 mug 15)))) \n
964,to pour sugar_box 4 into mug 16 \n,(:goal (and (poured sugar_box 4 mug 16)))) \n
965,to pour sugar_box 4 into mug 18 \n,(:goal (and (poured sugar_box 4 mug 18)))) \n
966,to pour sugar_box 4 into mug 19 \n,(:goal (and (poured sugar_box 4 mug 19)))) \n
967,to pour sugar_box 4 into mug 21 \n,(:goal (and (poured sugar_box 4 mug 21)))) \n
968,to pour sugar_box 4 into mug 22 \n,(:goal (and (poured sugar_box 4 mug 22)))) \n
969,to pour sugar_box 4 into mug 23 \n,(:goal (and (poured sugar_box 4 mug 23)))) \n
970,to pour sugar_box 4 into mug 24 \n,(:goal (and (poured sugar_box 4 mug 24)))) \n
971,to pour sugar_box 4 into mug 25 \n,(:goal (and (poured sugar_box 4 mug 25)))) \n
972,to pour sugar_box 4 into mug 27 \n,(:goal (and (poured sugar_box 4 mug 27)))) \n
973,to pour sugar_box 4 into mug 28 \n,(:goal (and (poured sugar_box 4 mug 28)))) \n
974,to pour sugar_box 4 into mug 29 \n,(:goal (and (poured sugar_box 4 mug 29)))) \n
975,to pour sugar_box 4 into mug 30 \n,(:goal (and (poured sugar_box 4 mug 30)))) \n
976,to pour sugar_box 4 into mug 31 \n,(:goal (and (poured sugar_box 4 mug 31)))) \n
977,to pour sugar_box 4 into mug 32 \n,(:goal (and (poured sugar_box 4 mug 32)))) \n
978,to pour sugar_box 5 into mug 1 \n,(:goal (and (poured sugar_box 5 mug 1)))) \n
979,to pour sugar_box 5 into mug 2 \n,(:goal (and (poured sugar_box 5 mug 2)))) \n
980,to pour sugar_box 5 into mug 4 \n,(:goal (and (poured sugar_box 5 mug 4)))) \n
981,to pour sugar_box 5 into mug 6 \n,(:goal (and (poured sugar_box 5 mug 6)))) \n
982,to pour sugar_box 5 into mug 8 \n,(:goal (and (poured sugar_box 5 mug 8)))) \n
983,to pour sugar_box 5 into mug 9 \n,(:goal (and (poured sugar_box 5 mug 9)))) \n
984,to pour sugar_box 5 into mug 11 \n,(:goal (and (poured sugar_box 5 mug 11)))) \n
985,to pour sugar_box 5 into mug 12 \n,(:goal (and (poured sugar_box 5 mug 12)))) \n
986,to pour sugar_box 5 into mug 13 \n,(:goal (and (poured sugar_box 5 mug 13)))) \n
987,to pour sugar_box 5 into mug 14 \n,(:goal (and (poured sugar_box 5 mug 14)))) \n
988,to pour sugar_box 5 into mug 15 \n,(:goal (and (poured sugar_box 5 mug 15)))) \n
989,to pour sugar_box 5 into mug 16 \n,(:goal (and (poured sugar_box 5 mug 16)))) \n
990,to pour sugar_box 5 into mug 19 \n,(:goal (and (poured sugar_box 5 mug 19)))) \n
991,to pour sugar_box 5 into mug 21 \n,(:goal (and (poured sugar_box 5 mug 21)))) \n
992,to pour sugar_box 5 into mug 22 \n,(:goal (and (poured sugar_box 5 mug 22)))) \n
993,to pour sugar_box 5 into mug 24 \n,(:goal (and (poured sugar_box 5 mug 24)))) \n
994,to pour sugar_box 5 into mug 25 \n,(:goal (and (poured sugar_box 5 mug 25)))) \n
995,to pour sugar_box 5 into mug 26 \n,(:goal (and (poured sugar_box 5 mug 26)))) \n
996,to pour sugar_box 5 into mug 27 \n,(:goal (and (poured sugar_box 5 mug 27)))) \n
997,to pour sugar_box 5 into mug 28 \n,(:goal (and (poured sugar_box 5 mug 28)))) \n
998,to pour sugar_box 5 into mug 29 \n,(:goal (and (poured sugar_box 5 mug 29)))) \n
999,to pour sugar_box 5 into mug 30 \n,(:goal (and (poured sugar_box 5 mug 30)))) \n
1000,to pour sugar_box 5 into mug 31 \n,(:goal (and (poured sugar_box 5 mug 31)))) \n
1001,to pour sugar_box 5 into mug 32 \n,(:goal (and (poured sugar_box 5 mug 32)))) \n
1002,to pour sugar_box 6 into mug 1 \n,(:goal (and (poured sugar_box 6 mug 1)))) \n
1003,to pour sugar_box 6 into mug 2 \n,(:goal (and (poured sugar_box 6 mug 2)))) \n
1004,to pour sugar_box 6 into mug 3 \n,(:goal (and (poured sugar_box 6 mug 3)))) \n
1005,to pour sugar_box 6 into mug 4 \n,(:goal (and (poured sugar_box 6 mug 4)))) \n
1006,to pour sugar_box 6 into mug 5 \n,(:goal (and (poured sugar_box 6 mug 5)))) \n
1007,to pour sugar_box 6 into mug 7 \n,(:goal (and (poured sugar_box 6 mug 7)))) \n
1008,to pour sugar_box 6 into mug 8 \n,(:goal (and (poured sugar_box 6 mug 8)))) \n
1009,to pour sugar_box 6 into mug 9 \n,(:goal (and (poured sugar_box 6 mug 9)))) \n
1010,to pour sugar_box 6 into mug 10 \n,(:goal (and (poured sugar_box 6 mug 10)))) \n
1011,to pour sugar_box 6 into mug 11 \n,(:goal (and (poured sugar_box 6 mug 11)))) \n
1012,to pour sugar_box 6 into mug 12 \n,(:goal (and (poured sugar_box 6 mug 12)))) \n
1013,to pour sugar_box 6 into mug 13 \n,(:goal (and (poured sugar_box 6 mug 13)))) \n
1014,to pour sugar_box 6 into mug 14 \n,(:goal (and (poured sugar_box 6 mug 14)))) \n
1015,to pour sugar_box 6 into mug 16 \n,(:goal (and (poured sugar_box 6 mug 16)))) \n
1016,to pour sugar_box 6 into mug 17 \n,(:goal (and (poured sugar_box 6 mug 17)))) \n
1017,to pour sugar_box 6 into mug 19 \n,(:goal (and (poured sugar_box 6 mug 19)))) \n
1018,to pour sugar_box 6 into mug 20 \n,(:goal (and (poured sugar_box 6 mug 20)))) \n
1019,to pour sugar_box 6 into mug 21 \n,(:goal (and (poured sugar_box 6 mug 21)))) \n
1020,to pour sugar_box 6 into mug 22 \n,(:goal (and (poured sugar_box 6 mug 22)))) \n
1021,to pour sugar_box 6 into mug 23 \n,(:goal (and (poured sugar_box 6 mug 23)))) \n
1022,to pour sugar_box 6 into mug 24 \n,(:goal (and (poured sugar_box 6 mug 24)))) \n
1023,to pour sugar_box 6 into mug 25 \n,(:goal (and (poured sugar_box 6 mug 25)))) \n
1024,to pour sugar_box 6 into mug 26 \n,(:goal (and (poured sugar_box 6 mug 26)))) \n
1025,to pour sugar_box 6 into mug 27 \n,(:goal (and (poured sugar_box 6 mug 27)))) \n
1026,to pour sugar_box 6 into mug 29 \n,(:goal (and (poured sugar_box 6 mug 29)))) \n
1027,to pour sugar_box 6 into mug 30 \n,(:goal (and (poured sugar_box 6 mug 30)))) \n
1028,to pour sugar_box 6 into mug 31 \n,(:goal (and (poured sugar_box 6 mug 31)))) \n
1029,to pour sugar_box 6 into mug 32 \n,(:goal (and (poured sugar_box 6 mug 32)))) \n
1030,to pour sugar_box 7 into mug 1 \n,(:goal (and (poured sugar_box 7 mug 1)))) \n
1031,to pour sugar_box 7 into mug 2 \n,(:goal (and (poured sugar_box 7 mug 2)))) \n
1032,to pour sugar_box 7 into mug 3 \n,(:goal (and (poured sugar_box 7 mug 3)))) \n
1033,to pour sugar_box 7 into mug 4 \n,(:goal (and (poured sugar_box 7 mug 4)))) \n
1034,to pour sugar_box 7 into mug 6 \n,(:goal (and (poured sugar_box 7 mug 6)))) \n
1035,to pour sugar_box 7 into mug 8 \n,(:goal (and (poured sugar_box 7 mug 8)))) \n
1036,to pour sugar_box 7 into mug 10 \n,(:goal (and (poured sugar_box 7 mug 10)))) \n
1037,to pour sugar_box 7 into mug 11 \n,(:goal (and (poured sugar_box 7 mug 11)))) \n
1038,to pour sugar_box 7 into mug 12 \n,(:goal (and (poured sugar_box 7 mug 12)))) \n
1039,to pour sugar_box 7 into mug 13 \n,(:goal (and (poured sugar_box 7 mug 13)))) \n
1040,to pour sugar_box 7 into mug 14 \n,(:goal (and (poured sugar_box 7 mug 14)))) \n
1041,to pour sugar_box 7 into mug 15 \n,(:goal (and (poured sugar_box 7 mug 15)))) \n
1042,to pour sugar_box 7 into mug 17 \n,(:goal (and (poured sugar_box 7 mug 17)))) \n
1043,to pour sugar_box 7 into mug 18 \n,(:goal (and (poured sugar_box 7 mug 18)))) \n
1044,to pour sugar_box 7 into mug 19 \n,(:goal (and (poured sugar_box 7 mug 19)))) \n
1045,to pour sugar_box 7 into mug 20 \n,(:goal (and (poured sugar_box 7 mug 20)))) \n
1046,to pour sugar_box 7 into mug 21 \n,(:goal (and (poured sugar_box 7 mug 21)))) \n
1047,to pour sugar_box 7 into mug 22 \n,(:goal (and (poured sugar_box 7 mug 22)))) \n
1048,to pour sugar_box 7 into mug 24 \n,(:goal (and (poured sugar_box 7 mug 24)))) \n
1049,to pour sugar_box 7 into mug 26 \n,(:goal (and (poured sugar_box 7 mug 26)))) \n
1050,to pour sugar_box 7 into mug 27 \n,(:goal (and (poured sugar_box 7 mug 27)))) \n
1051,to pour sugar_box 7 into mug 28 \n,(:goal (and (poured sugar_box 7 mug 28)))) \n
1052,to pour sugar_box 7 into mug 29 \n,(:goal (and (poured sugar_box 7 mug 29)))) \n
1053,to pour sugar_box 7 into mug 30 \n,(:goal (and (poured sugar_box 7 mug 30)))) \n
1054,to pour sugar_box 7 into mug 31 \n,(:goal (and (poured sugar_box 7 mug 31)))) \n
1055,to pour sugar_box 7 into mug 32 \n,(:goal (and (poured sugar_box 7 mug 32)))) \n
1056,to pour sugar_box 8 into mug 1 \n,(:goal (and (poured sugar_box 8 mug 1)))) \n
1057,to pour sugar_box 8 into mug 2 \n,(:goal (and (poured sugar_box 8 mug 2)))) \n
1058,to pour sugar_box 8 into mug 3 \n,(:goal (and (poured sugar_box 8 mug 3)))) \n
1059,to pour sugar_box 8 into mug 4 \n,(:goal (and (poured sugar_box 8 mug 4)))) \n
1060,to pour sugar_box 8 into mug 6 \n,(:goal (and (poured sugar_box 8 mug 6)))) \n
1061,to pour sugar_box 8 into mug 7 \n,(:goal (and (poured sugar_box 8 mug 7)))) \n
1062,to pour sugar_box 8 into mug 10 \n,(:goal (and (poured sugar_box 8 mug 10)))) \n
1063,to pour sugar_box 8 into mug 11 \n,(:goal (and (poured sugar_box 8 mug 11)))) \n
1064,to pour sugar_box 8 into mug 13 \n,(:goal (and (poured sugar_box 8 mug 13)))) \n
1065,to pour sugar_box 8 into mug 14 \n,(:goal (and (poured sugar_box 8 mug 14)))) \n
1066,to pour sugar_box 8 into mug 15 \n,(:goal (and (poured sugar_box 8 mug 15)))) \n
1067,to pour sugar_box 8 into mug 16 \n,(:goal (and (poured sugar_box 8 mug 16)))) \n
1068,to pour sugar_box 8 into mug 17 \n,(:goal (and (poured sugar_box 8 mug 17)))) \n
1069,to pour sugar_box 8 into mug 18 \n,(:goal (and (poured sugar_box 8 mug 18)))) \n
1070,to pour sugar_box 8 into mug 19 \n,(:goal (and (poured sugar_box 8 mug 19)))) \n
1071,to pour sugar_box 8 into mug 20 \n,(:goal (and (poured sugar_box 8 mug 20)))) \n
1072,to pour sugar_box 8 into mug 21 \n,(:goal (and (poured sugar_box 8 mug 21)))) \n
1073,to pour sugar_box 8 into mug 22 \n,(:goal (and (poured sugar_box 8 mug 22)))) \n
1074,to pour sugar_box 8 into mug 24 \n,(:goal (and (poured sugar_box 8 mug 24)))) \n
1075,to pour sugar_box 8 into mug 25 \n,(:goal (and (poured sugar_box 8 mug 25)))) \n
1076,to pour sugar_box 8 into mug 26 \n,(:goal (and (poured sugar_box 8 mug 26)))) \n
1077,to pour sugar_box 8 into mug 27 \n,(:goal (and (poured sugar_box 8 mug 27)))) \n
1078,to pour sugar_box 8 into mug 28 \n,(:goal (and (poured sugar_box 8 mug 28)))) \n
1079,to pour sugar_box 8 into mug 29 \n,(:goal (and (poured sugar_box 8 mug 29)))) \n
1080,to pour sugar_box 8 into mug 30 \n,(:goal (and (poured sugar_box 8 mug 30)))) \n
1081,to pour sugar_box 8 into mug 32 \n,(:goal (and (poured sugar_box 8 mug 32)))) \n
1082,to pour sugar_box 9 into mug 1 \n,(:goal (and (poured sugar_box 9 mug 1)))) \n
1083,to pour sugar_box 9 into mug 2 \n,(:goal (and (poured sugar_box 9 mug 2)))) \n
1084,to pour sugar_box 9 into mug 3 \n,(:goal (and (poured sugar_box 9 mug 3)))) \n
1085,to pour sugar_box 9 into mug 4 \n,(:goal (and (poured sugar_box 9 mug 4)))) \n
1086,to pour sugar_box 9 into mug 5 \n,(:goal (and (poured sugar_box 9 mug 5)))) \n
