ID,Ours,PDDL
279,to pour pudding_box 1 into bowl 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
280,to pour pudding_box 9 into bowl 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
281,to pour pudding_box 2 into bowl 10 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
282,to pour mustard_bottle 13 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
283,to pour mustard_bottle 32 into bowl 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
284,to pour mustard_bottle 11 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
285,to pour mustard_bottle 26 into bowl 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
286,to pour mustard_bottle 5 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
287,to pour mustard_bottle 19 into bowl 10 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
288,to pour mustard_bottle 17 into bowl 24 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
289,to pour mustard_bottle 1 into bowl 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
290,to pour mustard_bottle 28 into bowl 10 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
291,to pour mustard_bottle 7 into bowl 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
292,to pour gelatin_box 19 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
293,to pour gelatin_box 5 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
294,to pour gelatin_box 4 into bowl 32 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
295,to pour gelatin_box 5 into bowl 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
296,to pour gelatin_box 13 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
297,to pour gelatin_box 24 into bowl 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
298,to pour gelatin_box 9 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
299,to pour gelatin_box 9 into bowl 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
300,to pour gelatin_box 12 into bowl 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
301,to pour cracker_box 30 into bowl 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
302,to pour cracker_box 30 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
303,to pour cracker_box 32 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
304,to pour cracker_box 12 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
305,to pour cracker_box 9 into bowl 11 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
306,to pour cracker_box 17 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
307,to pour cracker_box 3 into bowl 1 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
308,to pour cracker_box 29 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
309,to pour cracker_box 25 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
310,to pour cracker_box 27 into bowl 1 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
311,to pour pitcher_base 32 into mug 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
312,to pour pitcher_base 14 into mug 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
313,to pour pitcher_base 9 into mug 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
314,to pour pitcher_base 2 into mug 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
315,to pour pitcher_base 4 into mug 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
316,to pour pitcher_base 8 into mug 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
317,to pour pitcher_base 21 into mug 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
318,to pour pitcher_base 32 into mug 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
319,to pour pitcher_base 13 into mug 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
320,to pour pitcher_base 14 into mug 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
321,to pour sugar_box 31 into mug 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
322,to pour sugar_box 1 into mug 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
323,to pour sugar_box 6 into mug 28 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
324,to pour sugar_box 16 into mug 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
325,to pour sugar_box 12 into mug 11 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
326,to pour sugar_box 5 into mug 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
327,to pour sugar_box 15 into mug 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
328,to pour sugar_box 5 into mug 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
329,to pour sugar_box 16 into mug 12 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
330,to pour sugar_box 24 into mug 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
331,to pour tuna_fish_can 23 into bowl 10 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
332,to pour tuna_fish_can 17 into bowl 9 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
333,to pour tuna_fish_can 2 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
334,to pour tuna_fish_can 15 into bowl 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
335,to pour tuna_fish_can 30 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
336,to pour tuna_fish_can 8 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
337,to pour tuna_fish_can 32 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
338,to pour tuna_fish_can 9 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
339,to pour tuna_fish_can 24 into bowl 1 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
340,to pour tuna_fish_can 3 into bowl 12 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
341,to pour tomato_soup_can 20 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
342,to pour tomato_soup_can 11 into bowl 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
343,to pour tomato_soup_can 15 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
344,to pour tomato_soup_can 30 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
345,to pour tomato_soup_can 32 into bowl 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
346,to pour tomato_soup_can 9 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
347,to pour tomato_soup_can 27 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
348,to pour tomato_soup_can 1 into bowl 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
349,to pour tomato_soup_can 3 into bowl 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
350,to pour tomato_soup_can 22 into bowl 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
351,to pour pudding_box 16 into bowl 1 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
352,to pour pudding_box 8 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
353,to pour pudding_box 19 into bowl 24 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
354,to pour pudding_box 24 into bowl 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
355,to pour pudding_box 10 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
356,to pour pudding_box 31 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
357,to pour pudding_box 32 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
358,to pour pudding_box 27 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
359,to pour pudding_box 28 into bowl 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
360,to pour pudding_box 17 into bowl 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
361,to pour mustard_bottle 23 into bowl 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
362,to pour mustard_bottle 13 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
363,to pour mustard_bottle 11 into bowl 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
364,to pour mustard_bottle 19 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
365,to pour mustard_bottle 10 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
366,to pour mustard_bottle 17 into bowl 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
367,to pour mustard_bottle 4 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
368,to pour mustard_bottle 12 into bowl 22 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
369,to pour mustard_bottle 29 into bowl 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
370,to pour gelatin_box 20 into bowl 22 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
371,to pour gelatin_box 3 into bowl 24 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
372,to pour gelatin_box 28 into bowl 22 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
373,to pour gelatin_box 14 into bowl 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
374,to pour gelatin_box 21 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
375,to pour gelatin_box 14 into bowl 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
376,to pour gelatin_box 8 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
377,to pour gelatin_box 7 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
378,to pour gelatin_box 25 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
379,to pour cracker_box 21 into bowl 9 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
380,to pour cracker_box 15 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
381,to pour cracker_box 26 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
382,to pour cracker_box 18 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
383,to pour cracker_box 16 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
384,to pour cracker_box 10 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
385,to pour cracker_box 25 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
386,to pour cracker_box 18 into bowl 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
387,to pour cracker_box 28 into bowl 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
388,to pour cracker_box 26 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
389,to pour pitcher_base 7 into mug 10 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
390,to pour pitcher_base 18 into mug 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
391,to pour pitcher_base 22 into mug 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
392,to pour pitcher_base 24 into mug 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
393,to pour pitcher_base 8 into mug 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
394,to pour pitcher_base 26 into mug 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
395,to pour pitcher_base 7 into mug 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
396,to pour pitcher_base 3 into mug 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
397,to pour pitcher_base 7 into mug 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
398,to pour sugar_box 16 into mug 24 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
399,to pour sugar_box 25 into mug 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
400,to pour sugar_box 8 into mug 9 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
401,to pour sugar_box 25 into mug 9 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
402,to pour sugar_box 15 into mug 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
403,to pour sugar_box 25 into mug 1 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
404,to pour sugar_box 25 into mug 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
405,to pour sugar_box 26 into mug 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
406,to pour sugar_box 1 into mug 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
407,to pour sugar_box 14 into mug 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
408,to pour tuna_fish_can 7 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
409,to pour tuna_fish_can 6 into bowl 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
410,to pour tuna_fish_can 23 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
411,to pour tuna_fish_can 13 into bowl 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
412,to pour tuna_fish_can 28 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
413,to pour tuna_fish_can 11 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
414,to pour tuna_fish_can 20 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
415,to pour tuna_fish_can 32 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
416,to pour tuna_fish_can 25 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
417,to pour tuna_fish_can 19 into bowl 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
418,to pour tomato_soup_can 30 into bowl 10 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
419,to pour tomato_soup_can 17 into bowl 32 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
420,to pour tomato_soup_can 1 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
421,to pour tomato_soup_can 31 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
422,to pour tomato_soup_can 2 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
423,to pour tomato_soup_can 6 into bowl 12 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
424,to pour tomato_soup_can 13 into bowl 1 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
425,to pour tomato_soup_can 11 into bowl 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
426,to pour tomato_soup_can 8 into bowl 24 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
427,to pour tomato_soup_can 9 into bowl 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
428,to pour pudding_box 31 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
429,to pour pudding_box 12 into bowl 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
430,to pour pudding_box 25 into bowl 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
431,to pour pudding_box 2 into bowl 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
432,to pour pudding_box 2 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
433,to pour pudding_box 4 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
434,to pour pudding_box 5 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
435,to pour pudding_box 10 into bowl 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
436,to pour mustard_bottle 14 into bowl 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
437,to pour mustard_bottle 2 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
438,to pour mustard_bottle 23 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
439,to pour mustard_bottle 9 into bowl 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
440,to pour mustard_bottle 5 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
441,to pour mustard_bottle 11 into bowl 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
442,to pour mustard_bottle 23 into bowl 9 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
443,to pour mustard_bottle 26 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
444,to pour mustard_bottle 9 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
445,to pour mustard_bottle 12 into bowl 10 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
446,to pour gelatin_box 5 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
447,to pour cracker_box 2 into bowl 10 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
448,to pour cracker_box 11 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
449,to pour gelatin_box 21 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
450,to pour gelatin_box 22 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
451,to pour gelatin_box 22 into bowl 1 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
452,to pour gelatin_box 11 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
453,to pour gelatin_box 17 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
454,to pour gelatin_box 17 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
455,to pour gelatin_box 28 into bowl 10 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
456,to pour cracker_box 7 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
457,to pour cracker_box 2 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
458,to pour cracker_box 28 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
459,to pour cracker_box 15 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
460,to pour cracker_box 7 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
461,to pour cracker_box 8 into bowl 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
462,to pour cracker_box 24 into bowl 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
463,to pour cracker_box 22 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
464,to pour cracker_box 27 into bowl 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
465,to pour cracker_box 24 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
466,to pour sugar_box 15 into mug 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
467,to pour sugar_box 13 into mug 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
468,to pour sugar_box 7 into mug 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
469,to pour sugar_box 16 into mug 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
470,to pour sugar_box 27 into mug 28 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
471,to pour sugar_box 3 into mug 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
472,to pour sugar_box 29 into mug 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
473,to pour sugar_box 19 into mug 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
474,to pour sugar_box 18 into mug 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
475,to pour tuna_fish_can 23 into bowl 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
476,to pour tuna_fish_can 8 into bowl 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
477,to pour tuna_fish_can 2 into bowl 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
478,to pour tuna_fish_can 16 into bowl 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
479,to pour tuna_fish_can 32 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
480,to pour tuna_fish_can 27 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
481,to pour tuna_fish_can 32 into bowl 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
482,to pour tuna_fish_can 3 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
483,to pour tuna_fish_can 6 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
484,to pour tuna_fish_can 8 into bowl 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
485,to pour tomato_soup_can 11 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
486,to pour tomato_soup_can 10 into bowl 28 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
487,to pour tomato_soup_can 8 into bowl 9 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
488,to pour tomato_soup_can 4 into bowl 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
489,to pour tomato_soup_can 5 into bowl 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
490,to pour tomato_soup_can 27 into bowl 24 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
491,to pour tomato_soup_can 13 into bowl 15 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
492,to pour tomato_soup_can 18 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
493,to pour tomato_soup_can 5 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
494,to pour pudding_box 8 into bowl 32 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
495,to pour pudding_box 30 into bowl 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
496,to pour pudding_box 16 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
497,to pour pudding_box 23 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
498,to pour pudding_box 22 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
499,to pour pudding_box 27 into bowl 1 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
500,to pour pudding_box 18 into bowl 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
501,to pour pudding_box 11 into bowl 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
502,to pour mustard_bottle 30 into bowl 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
503,to pour mustard_bottle 4 into bowl 2 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
504,to pour mustard_bottle 27 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
505,to pour mustard_bottle 25 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
506,to pour mustard_bottle 31 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
507,to pour mustard_bottle 9 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
508,to pour mustard_bottle 13 into bowl 9 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
509,to pour mustard_bottle 3 into bowl 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
510,to pour mustard_bottle 13 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
511,to pour mustard_bottle 9 into bowl 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
512,to pour gelatin_box 18 into bowl 16 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
513,to pour gelatin_box 20 into bowl 12 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
514,to pour gelatin_box 23 into bowl 22 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
515,to pour gelatin_box 10 into bowl 13 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
516,to pour gelatin_box 18 into bowl 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
517,to pour gelatin_box 17 into bowl 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
518,to pour gelatin_box 24 into bowl 20 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
519,to pour gelatin_box 2 into bowl 22 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
520,to pour gelatin_box 7 into bowl 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
521,to pour gelatin_box 30 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
522,to pour cracker_box 6 into bowl 19 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
523,to pour cracker_box 5 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
524,to pour cracker_box 27 into bowl 17 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
525,to pour cracker_box 15 into bowl 6 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
526,to pour cracker_box 31 into bowl 3 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
527,to pour cracker_box 5 into bowl 31 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
528,to pour cracker_box 6 into bowl 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
529,to pour cracker_box 2 into bowl 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
530,to pour cracker_box 3 into bowl 25 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
531,to pour pitcher_base 8 into mug 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
532,to pour pitcher_base 8 into mug 1 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
533,to pour pitcher_base 21 into mug 29 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
534,to pour pitcher_base 12 into mug 21 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
535,to pour pitcher_base 9 into mug 18 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
536,to pour pitcher_base 8 into mug 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
537,to pour pitcher_base 2 into mug 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
538,to pour pitcher_base 15 into mug 7 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
539,to pour pitcher_base 10 into mug 11 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
540,to pour sugar_box 4 into mug 11 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
541,to pour sugar_box 26 into mug 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
542,to pour sugar_box 26 into mug 10 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
543,to pour sugar_box 7 into mug 23 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
544,to pour sugar_box 21 into mug 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
545,to pour sugar_box 30 into mug 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
546,to pour sugar_box 8 into mug 5 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
547,to pour sugar_box 13 into mug 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
548,to pour sugar_box 24 into mug 27 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
549,to pour sugar_box 15 into mug 26 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
550,to pour tuna_fish_can 5 into bowl 32 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
551,to pour tuna_fish_can 15 into bowl 4 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
552,to pour tuna_fish_can 26 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
553,to pour tuna_fish_can 18 into bowl 8 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
554,to pour tuna_fish_can 24 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
555,to pour tuna_fish_can 32 into bowl 12 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
556,to pour tuna_fish_can 31 into bowl 14 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
557,to pour tuna_fish_can 13 into bowl 30 \n,(:goal (and (poured pitcher 31 mug 11)))) \n
