ID,Task,Subject Name,Experiment,Objects,Trial,Annotation file
1174,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 6 to experimenter_hand 15 \n,BBM05,Expt 2 (Passing),Bowl,Trial 6,Trial 6.xml
1175,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 26 to experimenter_hand 18 \n,BBM05,Expt 2 (Passing),Bowl,Trial 7,Trial 7.xml
1176,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 30 to experimenter_hand 20 \n,BBM05,Expt 2 (Passing),Bowl,Trial 8,Trial 8.xml
1177,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 26 to experimenter_hand 28 \n,BBM05,Expt 2 (Passing),Bowl,Trial 9,Trial 9.xml
1178,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 8 to experimenter_hand 32 \n,BBM05,Expt 2 (Passing),Bowl,Trial 10,Trial 10.xml
1179,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 9 to experimenter_hand 14 \n,BBM05,Expt 2 (Passing),Extra-large clamp,Trial 1,Trial 1.xml
1180,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 14 to experimenter_hand 16 \n,BBM05,Expt 2 (Passing),Extra-large clamp,Trial 2,Trial 2.xml
1181,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 5 to experimenter_hand 29 \n,BBM05,Expt 2 (Passing),Extra-large clamp,Trial 3,Trial 3.xml
1182,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 15 to experimenter_hand 28 \n,BBM05,Expt 2 (Passing),Extra-large clamp,Trial 4,Trial 4.xml
1183,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 12 to experimenter_hand 1 \n,BBM05,Expt 2 (Passing),Extra-large clamp,Trial 5,Trial 5.xml
1184,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 9 to experimenter_hand 3 \n,BBM05,Expt 2 (Passing),Extra-large clamp,Trial 6,Trial 6.xml
1185,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 20 to experimenter_hand 28 \n,BBM05,Expt 2 (Passing),Extra-large clamp,Trial 7,Trial 7.xml
1186,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 6 to experimenter_hand 20 \n,BBM05,Expt 2 (Passing),Extra-large clamp,Trial 8,Trial 8.xml
1187,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 8 to experimenter_hand 21 \n,BBM05,Expt 2 (Passing),Extra-large clamp,Trial 9,Trial 9.xml
1188,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 16 to experimenter_hand 29 \n,BBM05,Expt 2 (Passing),Extra-large clamp,Trial 10,Trial 10.xml
1189,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 16 to experimenter_hand 23 \n,BBM05,Expt 2 (Passing),Master chef can,Trial 1,Trial 1.xml
1190,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 1 to experimenter_hand 6 \n,BBM05,Expt 2 (Passing),Master chef can,Trial 2,Trial 2.xml
1191,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 28 to experimenter_hand 19 \n,BBM05,Expt 2 (Passing),Master chef can,Trial 3,Trial 3.xml
1192,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 23 to experimenter_hand 4 \n,BBM05,Expt 2 (Passing),Master chef can,Trial 4,Trial 4.xml
1193,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 14 to experimenter_hand 28 \n,BBM05,Expt 2 (Passing),Master chef can,Trial 5,Trial 5.xml
1194,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 19 to experimenter_hand 28 \n,BBM05,Expt 2 (Passing),Master chef can,Trial 6,Trial 6.xml
1195,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 26 to experimenter_hand 12 \n,BBM05,Expt 2 (Passing),Master chef can,Trial 7,Trial 7.xml
1196,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 31 to experimenter_hand 9 \n,BBM05,Expt 2 (Passing),Master chef can,Trial 8,Trial 8.xml
1197,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 13 to experimenter_hand 29 \n,BBM05,Expt 2 (Passing),Master chef can,Trial 9,Trial 9.xml
1198,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 20 to experimenter_hand 9 \n,BBM05,Expt 2 (Passing),Master chef can,Trial 10,Trial 10.xml
1199,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 30 to experimenter_hand 18 \n,BBM05,Expt 2 (Passing),Mustard bottle,Trial 1,Trial 1.xml
1200,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 25 to experimenter_hand 21 \n,BBM05,Expt 2 (Passing),Mustard bottle,Trial 2,Trial 2.xml
1201,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 18 to experimenter_hand 7 \n,BBM05,Expt 2 (Passing),Mustard bottle,Trial 3,Trial 3.xml
1202,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 8 to experimenter_hand 5 \n,BBM05,Expt 2 (Passing),Mustard bottle,Trial 4,Trial 4.xml
1203,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 1 to experimenter_hand 31 \n,BBM05,Expt 2 (Passing),Mustard bottle,Trial 5,Trial 5.xml
1204,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 28 to experimenter_hand 31 \n,BBM05,Expt 2 (Passing),Mustard bottle,Trial 6,Trial 6.xml
1205,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 23 to experimenter_hand 22 \n,BBM05,Expt 2 (Passing),Mustard bottle,Trial 7,Trial 7.xml
1206,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 1 to experimenter_hand 32 \n,BBM05,Expt 2 (Passing),Mustard bottle,Trial 8,Trial 8.xml
1207,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 16 to experimenter_hand 1 \n,BBM05,Expt 2 (Passing),Mustard bottle,Trial 9,Trial 9.xml
1208,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 31 to experimenter_hand 24 \n,BBM05,Expt 2 (Passing),Mustard bottle,Trial 10,Trial 10.xml
1209,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 25 to experimenter_hand 19 \n,BBM05,Expt 2 (Passing),Power drill,Trial 1,Trial 1.xml
1210,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 28 to experimenter_hand 31 \n,BBM05,Expt 2 (Passing),Power drill,Trial 2,Trial 2.xml
1211,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 14 to experimenter_hand 22 \n,BBM05,Expt 2 (Passing),Power drill,Trial 3,Trial 3.xml
1212,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 30 to experimenter_hand 8 \n,BBM05,Expt 2 (Passing),Power drill,Trial 4,Trial 4.xml
1213,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 5 to experimenter_hand 6 \n,BBM05,Expt 2 (Passing),Power drill,Trial 5,Trial 5.xml
1214,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 26 to experimenter_hand 8 \n,BBM05,Expt 2 (Passing),Power drill,Trial 6,Trial 6.xml
1215,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 23 to experimenter_hand 19 \n,BBM05,Expt 2 (Passing),Power drill,Trial 7,Trial 7.xml
1216,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 3 to experimenter_hand 10 \n,BBM05,Expt 2 (Passing),Power drill,Trial 8,Trial 8.xml
1217,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 14 to experimenter_hand 20 \n,BBM05,Expt 2 (Passing),Power drill,Trial 9,Trial 9.xml
1218,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 17 to experimenter_hand 1 \n,BBM05,Expt 2 (Passing),Power drill,Trial 10,Trial 10.xml
1219,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 29 to experimenter_hand 13 \n,BBM05,Expt 2 (Passing),Tomato soup can,Trial 1,Trial 1.xml
1220,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 27 to experimenter_hand 17 \n,BBM05,Expt 2 (Passing),Tomato soup can,Trial 2,Trial 2.xml
1221,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 19 to experimenter_hand 22 \n,BBM05,Expt 2 (Passing),Tomato soup can,Trial 3,Trial 3.xml
1222,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 11 to experimenter_hand 8 \n,BBM05,Expt 2 (Passing),Tomato soup can,Trial 4,Trial 4.xml
1223,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 3 to experimenter_hand 6 \n,BBM05,Expt 2 (Passing),Tomato soup can,Trial 5,Trial 5.xml
1224,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 2 to experimenter_hand 24 \n,BBM05,Expt 2 (Passing),Tomato soup can,Trial 6,Trial 6.xml
1225,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 13 to experimenter_hand 11 \n,BBM05,Expt 2 (Passing),Tomato soup can,Trial 7,Trial 7.xml
1226,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 8 to experimenter_hand 23 \n,BBM05,Expt 2 (Passing),Tomato soup can,Trial 8,Trial 8.xml
1227,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 21 to experimenter_hand 11 \n,BBM05,Expt 2 (Passing),Tomato soup can,Trial 9,Trial 9.xml
1228,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 10 to experimenter_hand 18 \n,BBM05,Expt 2 (Passing),Tomato soup can,Trial 10,Trial 10.xml
1229,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 20 to experimenter_hand 26 \n,BBM05,Expt 2 (Passing),Wood block,Trial 1,Trial 1.xml
1230,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 16 to experimenter_hand 18 \n,BBM05,Expt 2 (Passing),Wood block,Trial 2,Trial 2.xml
1231,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 18 to experimenter_hand 12 \n,BBM05,Expt 2 (Passing),Wood block,Trial 3,Trial 3.xml
1232,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 6 to experimenter_hand 11 \n,BBM05,Expt 2 (Passing),Wood block,Trial 4,Trial 4.xml
1233,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 28 to experimenter_hand 19 \n,BBM05,Expt 2 (Passing),Wood block,Trial 5,Trial 5.xml
1234,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 7 to experimenter_hand 12 \n,BBM05,Expt 2 (Passing),Wood block,Trial 6,Trial 6.xml
1235,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 11 to experimenter_hand 21 \n,BBM05,Expt 2 (Passing),Wood block,Trial 7,Trial 7.xml
1236,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 6 to experimenter_hand 2 \n,BBM05,Expt 2 (Passing),Wood block,Trial 8,Trial 8.xml
1237,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 9 to experimenter_hand 25 \n,BBM05,Expt 2 (Passing),Wood block,Trial 9,Trial 9.xml
1238,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 11 to experimenter_hand 4 \n,BBM05,Expt 2 (Passing),Wood block,Trial 10,Trial 10.xml
1239,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 11 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 1,Trial 1.xml
1240,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 17 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 2,Trial 2.xml
1241,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 19 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 3,Trial 3.xml
1242,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 9 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 4,Trial 4.xml
1243,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 29 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 5,Trial 5.xml
1244,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 6 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 6,Trial 6.xml
1245,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 32 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 7,Trial 7.xml
1246,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 14 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 8,Trial 8.xml
1247,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 22 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 9,Trial 9.xml
1248,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 23 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 10,Trial 10.xml
1249,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 14 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 1,Trial 1.xml
1250,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 28 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 2,Trial 2.xml
1251,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 6 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 3,Trial 3.xml
1252,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 30 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 4,Trial 4.xml
1253,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 25 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 5,Trial 5.xml
1254,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 5 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 6,Trial 6.xml
1255,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 3 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 7,Trial 7.xml
1256,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 1 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 8,Trial 8.xml
1257,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 23 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 9,Trial 9.xml
1258,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 12 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 10,Trial 10.xml
1259,approach handleft marker and enclose handleft marker and approach handright marker to open marker 16 \n,BBM05,Expt 3 (Opening),Marker,Trial 1,Trial 1.xml
1260,approach handleft marker and enclose handleft marker and approach handright marker to open marker 24 \n,BBM05,Expt 3 (Opening),Marker,Trial 2,Trial 2.xml
1261,approach handleft marker and enclose handleft marker and approach handright marker to open marker 9 \n,BBM05,Expt 3 (Opening),Marker,Trial 3,Trial 3.xml
1262,approach handleft marker and enclose handleft marker and approach handright marker to open marker 5 \n,BBM05,Expt 3 (Opening),Marker,Trial 4,Trial 4.xml
1263,approach handleft marker and enclose handleft marker and approach handright marker to open marker 6 \n,BBM05,Expt 3 (Opening),Marker,Trial 5,Trial 5.xml
1264,approach handleft marker and enclose handleft marker and approach handright marker to open marker 19 \n,BBM05,Expt 3 (Opening),Marker,Trial 6,Trial 6.xml
1265,approach handleft marker and enclose handleft marker and approach handright marker to open marker 3 \n,BBM05,Expt 3 (Opening),Marker,Trial 7,Trial 7.xml
1266,approach handleft marker and enclose handleft marker and approach handright marker to open marker 12 \n,BBM05,Expt 3 (Opening),Marker,Trial 8,Trial 8.xml
1267,approach handleft marker and enclose handleft marker and approach handright marker to open marker 31 \n,BBM05,Expt 3 (Opening),Marker,Trial 9,Trial 9.xml
1268,approach handleft marker and enclose handleft marker and approach handright marker to open marker 4 \n,BBM05,Expt 3 (Opening),Marker,Trial 10,Trial 10.xml
1269,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 10 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 1,Trial 1.xml
1270,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 11 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 2,Trial 2.xml
1271,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 4 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 3,Trial 3.xml
1272,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 6 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 4,Trial 4.xml
1273,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 8 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 5,Trial 5.xml
1274,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 30 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 6,Trial 6.xml
1275,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 15 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 7,Trial 7.xml
1276,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 26 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 8,Trial 8.xml
1277,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 2 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 9,Trial 9.xml
1278,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 32 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 10,Trial 10.xml
1279,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 3 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 1,Trial 1.xml
1280,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 14 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 2,Trial 2.xml
1281,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 23 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 3,Trial 3.xml
1282,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 2 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 4,Trial 4.xml
1283,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 7 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 5,Trial 5.xml
1284,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 27 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 6,Trial 6.xml
1285,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 17 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 7,Trial 7.xml
1286,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 22 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 8,Trial 8.xml
1287,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 25 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 9,Trial 9.xml
1288,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 12 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 10,Trial 10.xml
1289,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 23 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 1,Trial 1.xml
1290,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 8 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 2,Trial 2.xml
1291,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 21 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 3,Trial 3.xml
1292,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 29 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 4,Trial 4.xml
1293,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 9 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 5,Trial 5.xml
1294,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 26 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 6,Trial 6.xml
1295,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 2 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 7,Trial 7.xml
1296,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 20 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 8,Trial 8.xml
1297,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 32 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 9,Trial 9.xml
1298,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 12 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 10,Trial 10.xml
1299,approach handright potted_meat_can and enclose handright potted_meat_can and approach handleft potted_meat_can to open potted_meat_can 24 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 1,Trial 1.xml
1300,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 11 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 2,Trial 2.xml
1301,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 26 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 3,Trial 3.xml
1302,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 20 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 4,Trial 4.xml
1303,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 2 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 5,Trial 5.xml
1304,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 25 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 6,Trial 6.xml
1305,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 29 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 7,Trial 7.xml
1306,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 32 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 8,Trial 8.xml
1307,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 7 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 9,Trial 9.xml
1308,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 18 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 10,Trial 10.xml
1309,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 22 \n,BBM05,Expt 3 (Opening),Sugar box,Trial 1,Trial 1.xml
1310,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 18 \n,BBM05,Expt 3 (Opening),Sugar box,Trial 2,Trial 2.xml
