ID,Task,Subject Name,Experiment,Objects,Trial,Annotation file
396,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 23 \n,BBM04,Expt 3 (Opening),Potted meat can,Trial 7,Trial 7.xml
397,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 7 \n,BBM04,Expt 3 (Opening),Potted meat can,Trial 8,Trial 8.xml
398,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 13 \n,BBM04,Expt 3 (Opening),Potted meat can,Trial 9,Trial 9.xml
399,approach handright potted_meat_can and enclose handright potted_meat_can and approach handleft potted_meat_can to open potted_meat_can 5 \n,BBM04,Expt 3 (Opening),Potted meat can,Trial 10,Trial 10.xml
400,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 24 \n,BBM04,Expt 3 (Opening),Sugar box,Trial 1,Trial 1.xml
401,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 4 \n,BBM04,Expt 3 (Opening),Sugar box,Trial 2,Trial 2.xml
402,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 1 \n,BBM04,Expt 3 (Opening),Sugar box,Trial 3,Trial 3.xml
403,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 6 \n,BBM04,Expt 3 (Opening),Sugar box,Trial 4,Trial 4.xml
404,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 11 \n,BBM04,Expt 3 (Opening),Sugar box,Trial 5,Trial 5.xml
405,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 22 \n,BBM04,Expt 3 (Opening),Sugar box,Trial 6,Trial 6.xml
406,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 25 \n,BBM04,Expt 3 (Opening),Sugar box,Trial 7,Trial 7.xml
407,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 32 \n,BBM04,Expt 3 (Opening),Sugar box,Trial 8,Trial 8.xml
408,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 2 \n,BBM04,Expt 3 (Opening),Sugar box,Trial 9,Trial 9.xml
409,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 21 \n,BBM04,Expt 3 (Opening),Sugar box,Trial 10,Trial 10.xml
410,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 25 \n,BBM04,Expt 3 (Opening),Tomato soup can,Trial 1,Trial 1.xml
411,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 30 \n,BBM04,Expt 3 (Opening),Tomato soup can,Trial 2,Trial 2.xml
412,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 5 \n,BBM04,Expt 3 (Opening),Tomato soup can,Trial 3,Trial 3.xml
413,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 31 \n,BBM04,Expt 3 (Opening),Tomato soup can,Trial 4,Trial 4.xml
414,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 22 \n,BBM04,Expt 3 (Opening),Tomato soup can,Trial 5,Trial 5.xml
415,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 2 \n,BBM04,Expt 3 (Opening),Tomato soup can,Trial 6,Trial 6.xml
416,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 32 \n,BBM04,Expt 3 (Opening),Tomato soup can,Trial 7,Trial 7.xml
417,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 27 \n,BBM04,Expt 3 (Opening),Tomato soup can,Trial 8,Trial 8.xml
418,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 1 \n,BBM04,Expt 3 (Opening),Tomato soup can,Trial 9,Trial 9.xml
419,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 15 \n,BBM04,Expt 3 (Opening),Tomato soup can,Trial 10,Trial 10.xml
420,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 3 \n,BBM04,Expt 3 (Opening),Tuna fish can,Trial 1,Trial 1.xml
421,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 16 \n,BBM04,Expt 3 (Opening),Tuna fish can,Trial 2,Trial 2.xml
422,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 19 \n,BBM04,Expt 3 (Opening),Tuna fish can,Trial 3,Trial 3.xml
423,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 24 \n,BBM04,Expt 3 (Opening),Tuna fish can,Trial 4,Trial 4.xml
424,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 12 \n,BBM04,Expt 3 (Opening),Tuna fish can,Trial 5,Trial 5.xml
425,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 18 \n,BBM04,Expt 3 (Opening),Tuna fish can,Trial 6,Trial 6.xml
426,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 10 \n,BBM04,Expt 3 (Opening),Tuna fish can,Trial 7,Trial 7.xml
427,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 30 \n,BBM04,Expt 3 (Opening),Tuna fish can,Trial 8,Trial 8.xml
428,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 27 \n,BBM04,Expt 3 (Opening),Tuna fish can,Trial 9,Trial 9.xml
429,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 29 \n,BBM04,Expt 3 (Opening),Tuna fish can,Trial 10,Trial 10.xml
430,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 7 \n,BBM04,Expt 3 (Opening),Cracker box,Trial 1,Trial 1.xml
431,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 20 \n,BBM04,Expt 3 (Opening),Cracker box,Trial 2,Trial 2.xml
432,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 9 \n,BBM04,Expt 3 (Opening),Cracker box,Trial 3,Trial 3.xml
433,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 23 \n,BBM04,Expt 3 (Opening),Cracker box,Trial 4,Trial 4.xml
434,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 30 \n,BBM04,Expt 3 (Opening),Cracker box,Trial 5,Trial 5.xml
435,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 25 \n,BBM04,Expt 3 (Opening),Cracker box,Trial 6,Trial 6.xml
436,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 24 \n,BBM04,Expt 3 (Opening),Cracker box,Trial 7,Trial 7.xml
437,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 10 \n,BBM04,Expt 3 (Opening),Cracker box,Trial 8,Trial 8.xml
438,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 26 \n,BBM04,Expt 3 (Opening),Cracker box,Trial 9,Trial 9.xml
439,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 7 \n,BBM04,Expt 3 (Opening),Cracker box,Trial 10,Trial 10.xml
440,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 11 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 1,Trial 1.xml
441,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 17 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 2,Trial 2.xml
442,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 19 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 3,Trial 3.xml
443,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 9 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 4,Trial 4.xml
444,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 29 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 5,Trial 5.xml
445,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 6 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 6,Trial 6.xml
446,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 32 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 7,Trial 7.xml
447,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 14 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 8,Trial 8.xml
448,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 22 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 9,Trial 9.xml
449,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 23 \n,BBM05,Expt 3 (Opening),Bleach cleanser,Trial 10,Trial 10.xml
450,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 14 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 1,Trial 1.xml
451,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 28 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 2,Trial 2.xml
452,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 6 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 3,Trial 3.xml
453,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 30 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 4,Trial 4.xml
454,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 25 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 5,Trial 5.xml
455,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 5 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 6,Trial 6.xml
456,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 3 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 7,Trial 7.xml
457,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 1 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 8,Trial 8.xml
458,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 23 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 9,Trial 9.xml
459,approach handleft gelatin_box and enclose handleft gelatin_box and approach handright gelatin_box to open gelatin_box 12 \n,BBM05,Expt 3 (Opening),Gelatin box,Trial 10,Trial 10.xml
460,approach handleft marker and enclose handleft marker and approach handright marker to open marker 16 \n,BBM05,Expt 3 (Opening),Marker,Trial 1,Trial 1.xml
461,approach handleft marker and enclose handleft marker and approach handright marker to open marker 24 \n,BBM05,Expt 3 (Opening),Marker,Trial 2,Trial 2.xml
462,approach handleft marker and enclose handleft marker and approach handright marker to open marker 9 \n,BBM05,Expt 3 (Opening),Marker,Trial 3,Trial 3.xml
463,approach handleft marker and enclose handleft marker and approach handright marker to open marker 5 \n,BBM05,Expt 3 (Opening),Marker,Trial 4,Trial 4.xml
464,approach handleft marker and enclose handleft marker and approach handright marker to open marker 6 \n,BBM05,Expt 3 (Opening),Marker,Trial 5,Trial 5.xml
465,approach handleft marker and enclose handleft marker and approach handright marker to open marker 19 \n,BBM05,Expt 3 (Opening),Marker,Trial 6,Trial 6.xml
466,approach handleft marker and enclose handleft marker and approach handright marker to open marker 3 \n,BBM05,Expt 3 (Opening),Marker,Trial 7,Trial 7.xml
467,approach handleft marker and enclose handleft marker and approach handright marker to open marker 12 \n,BBM05,Expt 3 (Opening),Marker,Trial 8,Trial 8.xml
468,approach handleft marker and enclose handleft marker and approach handright marker to open marker 31 \n,BBM05,Expt 3 (Opening),Marker,Trial 9,Trial 9.xml
469,approach handleft marker and enclose handleft marker and approach handright marker to open marker 4 \n,BBM05,Expt 3 (Opening),Marker,Trial 10,Trial 10.xml
470,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 10 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 1,Trial 1.xml
471,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 11 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 2,Trial 2.xml
472,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 4 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 3,Trial 3.xml
473,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 6 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 4,Trial 4.xml
474,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 8 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 5,Trial 5.xml
475,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 30 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 6,Trial 6.xml
476,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 15 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 7,Trial 7.xml
477,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 26 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 8,Trial 8.xml
478,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 2 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 9,Trial 9.xml
479,approach handleft master_chef_can and enclose handleft master_chef_can and approach handright master_chef_can to open master_chef_can 32 \n,BBM05,Expt 3 (Opening),Master chef can,Trial 10,Trial 10.xml
480,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 3 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 1,Trial 1.xml
481,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 14 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 2,Trial 2.xml
482,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 23 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 3,Trial 3.xml
483,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 2 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 4,Trial 4.xml
484,approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handright mustard_bottle to open mustard_bottle 7 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 5,Trial 5.xml
485,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 27 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 6,Trial 6.xml
486,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 17 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 7,Trial 7.xml
487,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 22 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 8,Trial 8.xml
488,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 25 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 9,Trial 9.xml
489,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle to open mustard_bottle 12 \n,BBM05,Expt 3 (Opening),Mustard bottle,Trial 10,Trial 10.xml
490,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 23 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 1,Trial 1.xml
491,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 8 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 2,Trial 2.xml
492,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 21 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 3,Trial 3.xml
493,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 29 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 4,Trial 4.xml
494,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 9 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 5,Trial 5.xml
495,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 26 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 6,Trial 6.xml
496,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 2 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 7,Trial 7.xml
497,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 20 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 8,Trial 8.xml
498,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 32 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 9,Trial 9.xml
499,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright pitcher_base to open pitcher_base 12 \n,BBM05,Expt 3 (Opening),Pitcher base,Trial 10,Trial 10.xml
500,approach handright potted_meat_can and enclose handright potted_meat_can and approach handleft potted_meat_can to open potted_meat_can 24 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 1,Trial 1.xml
501,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 11 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 2,Trial 2.xml
502,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 26 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 3,Trial 3.xml
503,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 20 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 4,Trial 4.xml
504,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 2 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 5,Trial 5.xml
505,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 25 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 6,Trial 6.xml
506,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 29 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 7,Trial 7.xml
507,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 32 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 8,Trial 8.xml
508,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 7 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 9,Trial 9.xml
509,approach handleft potted_meat_can and enclose handleft potted_meat_can and approach handright potted_meat_can to open potted_meat_can 18 \n,BBM05,Expt 3 (Opening),Potted meat can,Trial 10,Trial 10.xml
510,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 22 \n,BBM05,Expt 3 (Opening),Sugar box,Trial 1,Trial 1.xml
511,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 18 \n,BBM05,Expt 3 (Opening),Sugar box,Trial 2,Trial 2.xml
512,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 19 \n,BBM05,Expt 3 (Opening),Sugar box,Trial 3,Trial 3.xml
513,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 30 \n,BBM05,Expt 3 (Opening),Sugar box,Trial 4,Trial 4.xml
514,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 15 \n,BBM05,Expt 3 (Opening),Sugar box,Trial 5,Trial 5.xml
515,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 16 \n,BBM05,Expt 3 (Opening),Sugar box,Trial 6,Trial 6.xml
516,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 28 \n,BBM05,Expt 3 (Opening),Sugar box,Trial 7,Trial 7.xml
517,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 20 \n,BBM05,Expt 3 (Opening),Sugar box,Trial 8,Trial 8.xml
518,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 27 \n,BBM05,Expt 3 (Opening),Sugar box,Trial 9,Trial 9.xml
519,approach handleft sugar_box and enclose handleft sugar_box and approach handright sugar_box to open sugar_box 1 \n,BBM05,Expt 3 (Opening),Sugar box,Trial 10,Trial 10.xml
520,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 8 \n,BBM05,Expt 3 (Opening),Tomato soup can,Trial 1,Trial 1.xml
521,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 20 \n,BBM05,Expt 3 (Opening),Tomato soup can,Trial 2,Trial 2.xml
522,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 28 \n,BBM05,Expt 3 (Opening),Tomato soup can,Trial 3,Trial 3.xml
523,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 7 \n,BBM05,Expt 3 (Opening),Tomato soup can,Trial 4,Trial 4.xml
524,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 30 \n,BBM05,Expt 3 (Opening),Tomato soup can,Trial 5,Trial 5.xml
525,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 13 \n,BBM05,Expt 3 (Opening),Tomato soup can,Trial 6,Trial 6.xml
526,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 14 \n,BBM05,Expt 3 (Opening),Tomato soup can,Trial 7,Trial 7.xml
527,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 4 \n,BBM05,Expt 3 (Opening),Tomato soup can,Trial 8,Trial 8.xml
528,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 32 \n,BBM05,Expt 3 (Opening),Tomato soup can,Trial 9,Trial 9.xml
529,approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright tomato_soup_can to open tomato_soup_can 29 \n,BBM05,Expt 3 (Opening),Tomato soup can,Trial 10,Trial 10.xml
530,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 10 \n,BBM05,Expt 3 (Opening),Tuna fish can,Trial 1,Trial 1.xml
531,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 8 \n,BBM05,Expt 3 (Opening),Tuna fish can,Trial 2,Trial 2.xml
532,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 26 \n,BBM05,Expt 3 (Opening),Tuna fish can,Trial 3,Trial 3.xml
533,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 18 \n,BBM05,Expt 3 (Opening),Tuna fish can,Trial 4,Trial 4.xml
534,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 2 \n,BBM05,Expt 3 (Opening),Tuna fish can,Trial 5,Trial 5.xml
535,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 1 \n,BBM05,Expt 3 (Opening),Tuna fish can,Trial 6,Trial 6.xml
536,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 22 \n,BBM05,Expt 3 (Opening),Tuna fish can,Trial 7,Trial 7.xml
537,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 9 \n,BBM05,Expt 3 (Opening),Tuna fish can,Trial 8,Trial 8.xml
538,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 32 \n,BBM05,Expt 3 (Opening),Tuna fish can,Trial 9,Trial 9.xml
539,approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handright tuna_fish_can to open tuna_fish_can 25 \n,BBM05,Expt 3 (Opening),Tuna fish can,Trial 10,Trial 10.xml
540,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 31 \n,BBM05,Expt 3 (Opening),Cracker box,Trial 1,Trial 1.xml
541,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 11 \n,BBM05,Expt 3 (Opening),Cracker box,Trial 2,Trial 2.xml
542,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 15 \n,BBM05,Expt 3 (Opening),Cracker box,Trial 3,Trial 3.xml
543,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 21 \n,BBM05,Expt 3 (Opening),Cracker box,Trial 4,Trial 4.xml
544,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 14 \n,BBM05,Expt 3 (Opening),Cracker box,Trial 5,Trial 5.xml
545,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 24 \n,BBM05,Expt 3 (Opening),Cracker box,Trial 6,Trial 6.xml
546,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 27 \n,BBM05,Expt 3 (Opening),Cracker box,Trial 7,Trial 7.xml
547,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 9 \n,BBM05,Expt 3 (Opening),Cracker box,Trial 8,Trial 8.xml
548,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 4 \n,BBM05,Expt 3 (Opening),Cracker box,Trial 9,Trial 9.xml
549,approach handleft cracker_box and enclose handleft cracker_box and approach handright cracker_box to open cracker_box 32 \n,BBM05,Expt 3 (Opening),Cracker box,Trial 10,Trial 10.xml
550,approach handleft bleach_cleanser and enclose handleft bleach_cleanser and approach handright bleach_cleanser to open bleach_cleanser 15 \n,BBM06,Expt 3 (Opening),Bleach cleanser,Trial 1,Trial 1.xml
